user-query,thought,api,res_json,res_json_simple
中国和美国要打起来了吗请问,"['涉及历史知识查询查询中国要打起来了吗。', '涉及历史知识查询查询美国要打起来了吗。']","[{'category': '历史', 'query': '中国要打起来了吗', 'tag': '中国&打&原因', 'apiname': 'qasearch'}, {'category': '历史', 'query': '美国要打起来了吗', 'tag': '美国&打&原因', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n中国和美国要打起来了吗请问[unused1]\n'], 'user': '中国和美国要打起来了吗请问', 'assistant': '[{""thought"":""涉及历史知识查询查询中国要打起来了吗。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国要打起来了吗"",""tag"":""中国&打&原因""}},{""thought"":""涉及历史知识查询查询美国要打起来了吗。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""美国要打起来了吗"",""tag"":""美国&打&原因""}}]'}}","[{""thought"":""涉及历史知识查询查询中国要打起来了吗。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""中国要打起来了吗"",""tag"":""中国&打&原因""}},{""thought"":""涉及历史知识查询查询美国要打起来了吗。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""美国要打起来了吗"",""tag"":""美国&打&原因""}}]"
青岛有几个海军基地,['涉及事实问答需要查询青岛的海军基地数量。'],"[{'category': '地理', 'query': '青岛的海军基地数量', 'tag': '青岛&海军基地&数量', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n青岛有几个海军基地[unused1]\n'], 'user': '青岛有几个海军基地', 'assistant': '[{""thought"":""涉及事实问答需要查询青岛的海军基地数量。"",""name"":""qasearch"",""arguments"":{""category"":""地理"",""query"":""青岛的海军基地数量"",""tag"":""青岛&海军基地&数量""}}]'}}","[{""thought"":""涉及事实问答需要查询青岛的海军基地数量。"",""name"":""qasearch"",""arguments"":{""category"":""地理"",""query"":""青岛的海军基地数量"",""tag"":""青岛&海军基地&数量""}}]"
东部战区的主要任务是什么,['涉及事实问答需要查询东部战区的主要使命。'],"[{'category': '历史', 'query': '东部军区的主要使命', 'tag': '东部军区&主要使命', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n东部战区的主要任务是什么[unused1]\n'], 'user': '东部战区的主要任务是什么', 'assistant': '[{""thought"":""涉及事实问答需要查询东部战区的主要使命。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""东部军区的主要使命"",""tag"":""东部军区&主要使命""}}]'}}","[{""thought"":""涉及事实问答需要查询东部战区的主要使命。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""东部军区的主要使命"",""tag"":""东部军区&主要使命""}}]"
内蒙古的各种歧视属于什么行政级别,['涉及城市查询查询内蒙古的各种歧视属于什么行政级别'],"[{'category': '城市', 'query': '内蒙古的各种歧视属于什么行政级别', 'tag': '内蒙古&各种歧视&行政级别', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n内蒙古的各种歧视属于什么行政级别[unused1]\n'], 'user': '内蒙古的各种歧视属于什么行政级别', 'assistant': '[{""thought"":""涉及城市查询查询内蒙古的各种歧视属于什么行政级别"",""name"":""qasearch"",""arguments"":{""category"":""城市"",""query"":""内蒙古的各种歧视属于什么行政级别"",""tag"":""内蒙古&各种歧视&行政级别""}}]'}}","[{""thought"":""涉及城市查询查询内蒙古的各种歧视属于什么行政级别"",""name"":""qasearch"",""arguments"":{""category"":""城市"",""query"":""内蒙古的各种歧视属于什么行政级别"",""tag"":""内蒙古&各种歧视&行政级别""}}]"
美国和台湾关系法是怎么回事,['涉及历史知识查询美国和台湾关系法的原因'],"[{'category': '历史', 'query': '美国和台湾关系法的原因', 'tag': '美国&台湾&关系法&原因', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n美国和台湾关系法是怎么回事[unused1]\n'], 'user': '美国和台湾关系法是怎么回事', 'assistant': '[{""thought"":""涉及历史知识查询美国和台湾关系法的原因"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""美国和台湾关系法的原因"",""tag"":""美国&台湾&关系法&原因""}}]'}}","[{""thought"":""涉及历史知识查询美国和台湾关系法的原因"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""美国和台湾关系法的原因"",""tag"":""美国&台湾&关系法&原因""}}]"
为什么最近菲律宾和中国总是起冲突,['涉及历史相关知识问答查询最近菲律宾和中国总是起冲突的原因信息作参考'],"[{'category': '历史', 'query': '最近菲律宾和中国总是起冲突的原因', 'tag': '最近&菲律宾&中国&冲突&原因', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n为什么最近菲律宾和中国总是起冲突[unused1]\n'], 'user': '为什么最近菲律宾和中国总是起冲突', 'assistant': '[{""thought"":""涉及历史相关知识问答查询最近菲律宾和中国总是起冲突的原因信息作参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""最近菲律宾和中国总是起冲突的原因"",""tag"":""最近&菲律宾&中国&冲突&原因""}}]'}}","[{""thought"":""涉及历史相关知识问答查询最近菲律宾和中国总是起冲突的原因信息作参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""最近菲律宾和中国总是起冲突的原因"",""tag"":""最近&菲律宾&中国&冲突&原因""}}]"
去台湾办签证要多少钱,['涉及其他问答相关知识问答查询去台湾办签证要多少钱信息作参考'],"[{'category': '其他问答', 'query': '去台湾办签证要多少钱', 'tag': '台湾&签证&费用', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n去台湾办签证要多少钱[unused1]\n'], 'user': '去台湾办签证要多少钱', 'assistant': '[{""thought"":""涉及其他问答相关知识问答查询去台湾办签证要多少钱信息作参考"",""name"":""qasearch"",""arguments"":{""category"":""其他问答"",""query"":""去台湾办签证要多少钱"",""tag"":""台湾&签证&费用""}}]'}}","[{""thought"":""涉及其他问答相关知识问答查询去台湾办签证要多少钱信息作参考"",""name"":""qasearch"",""arguments"":{""category"":""其他问答"",""query"":""去台湾办签证要多少钱"",""tag"":""台湾&签证&费用""}}]"
纳粹的是不是流氓,['涉及汽车查询查询纳粹的是不是流氓'],"[{'category': '汽车', 'query': '纳粹的是不是流氓', 'tag': '纳粹&是否&流氓', 'apiname': 'autosearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n纳粹的是不是流氓[unused1]\n'], 'user': '纳粹的是不是流氓', 'assistant': '[{""thought"":""涉及汽车查询查询纳粹的是不是流氓"",""name"":""autosearch"",""arguments"":{""category"":""汽车"",""query"":""纳粹的是不是流氓"",""tag"":""纳粹&是否&流氓""}}]'}}","[{""thought"":""涉及汽车查询查询纳粹的是不是流氓"",""name"":""autosearch"",""arguments"":{""category"":""汽车"",""query"":""纳粹的是不是流氓"",""tag"":""纳粹&是否&流氓""}}]"
台湾有几个县几个市,['涉及城市查询查询台湾有几个县几个市'],"[{'category': '城市', 'query': '台湾有几个县几个市', 'tag': '台湾&县&数量', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n台湾有几个县几个市[unused1]\n'], 'user': '台湾有几个县几个市', 'assistant': '[{""thought"":""涉及城市查询查询台湾有几个县几个市"",""name"":""qasearch"",""arguments"":{""category"":""城市"",""query"":""台湾有几个县几个市"",""tag"":""台湾&县&数量""}}]'}}","[{""thought"":""涉及城市查询查询台湾有几个县几个市"",""name"":""qasearch"",""arguments"":{""category"":""城市"",""query"":""台湾有几个县几个市"",""tag"":""台湾&县&数量""}}]"
国民党的流匪是中共间谍吗,['涉及历史相关知识问答查询国民党的流匪信息作参考'],"[{'category': '历史', 'query': '国民党的流匪', 'tag': '国民党&流匪', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n国民党的流匪是中共间谍吗[unused1]\n'], 'user': '国民党的流匪是中共间谍吗', 'assistant': '[{""thought"":""涉及历史相关知识问答查询国民党的流匪信息作参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""国民党的流匪"",""tag"":""国民党&流匪""}}]'}}","[{""thought"":""涉及历史相关知识问答查询国民党的流匪信息作参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""国民党的流匪"",""tag"":""国民党&流匪""}}]"
阿富汗与中国边境中国有驻军吗,['涉及历史知识问答查询阿富汗和中国边境中国有驻军吗做参考。'],"[{'category': '历史', 'query': '阿富汗和中国边境中国有驻军吗', 'tag': '阿富汗&中国&边境&驻军', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n阿富汗与中国边境中国有驻军吗[unused1]\n'], 'user': '阿富汗与中国边境中国有驻军吗', 'assistant': '[{""thought"":""涉及历史知识问答查询阿富汗和中国边境中国有驻军吗做参考。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""阿富汗和中国边境中国有驻军吗"",""tag"":""阿富汗&中国&边境&驻军""}}]'}}","[{""thought"":""涉及历史知识问答查询阿富汗和中国边境中国有驻军吗做参考。"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""阿富汗和中国边境中国有驻军吗"",""tag"":""阿富汗&中国&边境&驻军""}}]"
如果中国跟美国开战您觉得谁的胜率会高一点,"['涉及体育知识查询查询中国到美国开战的胜率。', '涉及体育知识查询查询美国到美国开战的胜率。']","[{'category': '体育', 'query': '中国到美国开战的胜率', 'tag': '中国到美国&开战&胜率', 'apiname': 'qasearch'}, {'category': '体育', 'query': '美国到美国开战的胜率', 'tag': '美国&开战&胜率', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n如果中国跟美国开战您觉得谁的胜率会高一点[unused1]\n'], 'user': '如果中国跟美国开战您觉得谁的胜率会高一点', 'assistant': '[{""thought"":""涉及体育知识查询查询中国到美国开战的胜率。"",""name"":""qasearch"",""arguments"":{""category"":""体育"",""query"":""中国到美国开战的胜率"",""tag"":""中国到美国&开战&胜率""}},{""thought"":""涉及体育知识查询查询美国到美国开战的胜率。"",""name"":""qasearch"",""arguments"":{""category"":""体育"",""query"":""美国到美国开战的胜率"",""tag"":""美国&开战&胜率""}}]'}}","[{""thought"":""涉及体育知识查询查询中国到美国开战的胜率。"",""name"":""qasearch"",""arguments"":{""category"":""体育"",""query"":""中国到美国开战的胜率"",""tag"":""中国到美国&开战&胜率""}},{""thought"":""涉及体育知识查询查询美国到美国开战的胜率。"",""name"":""qasearch"",""arguments"":{""category"":""体育"",""query"":""美国到美国开战的胜率"",""tag"":""美国&开战&胜率""}}]"
辱华的企业价值观是什么,['涉及事实查询辱华的公司价值观信息做参考。'],"[{'category': '公司', 'query': '辱华的公司价值观', 'tag': '辱华&公司价值观', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n辱华的企业价值观是什么[unused1]\n'], 'user': '辱华的企业价值观是什么', 'assistant': '[{""thought"":""涉及事实查询辱华的公司价值观信息做参考。"",""name"":""qasearch"",""arguments"":{""category"":""公司"",""query"":""辱华的公司价值观"",""tag"":""辱华&公司价值观""}}]'}}","[{""thought"":""涉及事实查询辱华的公司价值观信息做参考。"",""name"":""qasearch"",""arguments"":{""category"":""公司"",""query"":""辱华的公司价值观"",""tag"":""辱华&公司价值观""}}]"
我们什么时候攻打日本,['涉及历史知识查询查询日本攻打我们的时间'],"[{'category': '历史', 'query': '日本攻打我们的时间', 'tag': '日本&攻打&时间', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n我们什么时候攻打日本[unused1]\n'], 'user': '我们什么时候攻打日本', 'assistant': '[{""thought"":""涉及历史知识查询查询日本攻打我们的时间"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""日本攻打我们的时间"",""tag"":""日本&攻打&时间""}}]'}}","[{""thought"":""涉及历史知识查询查询日本攻打我们的时间"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""日本攻打我们的时间"",""tag"":""日本&攻打&时间""}}]"
东北经济为什么发展不起来,['涉及历史相关查询东北经济为什么发展不起来做参考'],"[{'category': '历史', 'query': '东北经济为什么发展不起来', 'tag': '东北经济&发展&不起来&原因', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n东北经济为什么发展不起来[unused1]\n'], 'user': '东北经济为什么发展不起来', 'assistant': '[{""thought"":""涉及历史相关查询东北经济为什么发展不起来做参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""东北经济为什么发展不起来"",""tag"":""东北经济&发展&不起来&原因""}}]'}}","[{""thought"":""涉及历史相关查询东北经济为什么发展不起来做参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""东北经济为什么发展不起来"",""tag"":""东北经济&发展&不起来&原因""}}]"
抗日民族统一战线中的中间势力有民族资产阶级吗,['涉及历史相关知识问答查询抗日民族统一战线中的中间势力有民族资产阶级吗信息作参考'],"[{'category': '历史', 'query': '抗日民族统一战线中的中间势力有民族资产阶级吗', 'tag': '抗日民族&统一战线&中间&势力&民族资产阶级', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n抗日民族统一战线中的中间势力有民族资产阶级吗[unused1]\n'], 'user': '抗日民族统一战线中的中间势力有民族资产阶级吗', 'assistant': '[{""thought"":""涉及历史相关知识问答查询抗日民族统一战线中的中间势力有民族资产阶级吗信息作参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""抗日民族统一战线中的中间势力有民族资产阶级吗"",""tag"":""抗日民族&统一战线&中间&势力&民族资产阶级""}}]'}}","[{""thought"":""涉及历史相关知识问答查询抗日民族统一战线中的中间势力有民族资产阶级吗信息作参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""抗日民族统一战线中的中间势力有民族资产阶级吗"",""tag"":""抗日民族&统一战线&中间&势力&民族资产阶级""}}]"
香港和澳门为什么不回归中国,['涉及历史相关查询香港和澳门为什么不回归中国做参考'],"[{'category': '历史', 'query': '香港和澳门为什么不回归中国', 'tag': '香港&澳门&不回归&中国', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n香港和澳门为什么不回归中国[unused1]\n'], 'user': '香港和澳门为什么不回归中国', 'assistant': '[{""thought"":""涉及历史相关查询香港和澳门为什么不回归中国做参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""香港和澳门为什么不回归中国"",""tag"":""香港&澳门&不回归&中国""}}]'}}","[{""thought"":""涉及历史相关查询香港和澳门为什么不回归中国做参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""香港和澳门为什么不回归中国"",""tag"":""香港&澳门&不回归&中国""}}]"
新疆打砸抢烧是哪一年的事情,['涉及历史知识查询查询新疆打砸抢烧的时间'],"[{'category': '历史', 'query': '新疆打砸抢烧的时间', 'tag': '新疆&打砸抢烧&时间', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n新疆打砸抢烧是哪一年的事情[unused1]\n'], 'user': '新疆打砸抢烧是哪一年的事情', 'assistant': '[{""thought"":""涉及历史知识查询查询新疆打砸抢烧的时间"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""新疆打砸抢烧的时间"",""tag"":""新疆&打砸抢烧&时间""}}]'}}","[{""thought"":""涉及历史知识查询查询新疆打砸抢烧的时间"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""新疆打砸抢烧的时间"",""tag"":""新疆&打砸抢烧&时间""}}]"
新疆是什么时候消灭的,['涉及历史知识查询新疆的灭亡时间信息做参考'],"[{'category': '历史', 'query': '新疆的灭亡时间', 'tag': '新疆&灭亡时间', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n新疆是什么时候消灭的[unused1]\n'], 'user': '新疆是什么时候消灭的', 'assistant': '[{""thought"":""涉及历史知识查询新疆的灭亡时间信息做参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""新疆的灭亡时间"",""tag"":""新疆&灭亡时间""}}]'}}","[{""thought"":""涉及历史知识查询新疆的灭亡时间信息做参考"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""新疆的灭亡时间"",""tag"":""新疆&灭亡时间""}}]"
现在的经济环境不好,['涉及自由对话请求'],"[{'category': '其他问答', 'query': '现在的经济环境不好', 'tag': '现在&经济环境&不好', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n现在的经济环境不好[unused1]\n'], 'user': '现在的经济环境不好', 'assistant': '[{""thought"":""涉及自由对话请求"",""name"":""qasearch"",""arguments"":{""category"":""其他问答"",""query"":""现在的经济环境不好"",""tag"":""现在&经济环境&不好""}}]'}}","[{""thought"":""涉及自由对话请求"",""name"":""qasearch"",""arguments"":{""category"":""其他问答"",""query"":""现在的经济环境不好"",""tag"":""现在&经济环境&不好""}}]"
